"","ID","Bin","MWR","Vessel","Landing","Date","CommonName","SciName","Loc","Zone","Lat_DM","lat_dec","Long_DM","lon_dec","Depth_ft","Depth_m","FL","TL","WetWt","WtCalc","WC_males","WC_fem","Notes"
"605",745,16,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Anacapa Is.","33°59.5644",33.99274,"119°22.9594",-119.38266,246,75,0,336,400,382,381,404,""
"606",746,16,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Anacapa Is.","33°59.5644",33.99274,"119°22.9594",-119.38266,246,75,0,336,410,382,381,404,""
"607",751,16,"","Island Spirit","Ventura Sportfishing","9/17/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Anacapa Is.","33°59.5644",33.99274,"119°22.9594",-119.38266,246,75,0,344,430,411,409,433,""
"608",752,16,"","Island Spirit","Ventura Sportfishing","9/17/22","Bocaccio Rockfish","Sebastes paucispinis","Ventura/channel islands","Anacapa Is.","33°59.5644",33.99274,"119°22.9594",-119.38266,246,75,0,321,360,332,331,355,""
"609",755,4,"RD Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Copper Rockfish","Sebastes caurinus","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,308,570,535,0,0,""
"610",756,20,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,327,700,0,728,710,""
"611",757,20,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,296,450,0,540,526,""
"612",758,20,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,333,820,0,769,750,"check bin # 5, 14, 18, 20"
"613",759,20,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,294,560,0,529,516,""
"614",760,20,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,319,660,0,676,659,""
"615",762,20,"","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,290,470,0,508,495,""
"616",763,20,"","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Anacapa Is.","33°59.4209",33.9903483,"119°22.4244",-119.37374,384,117,0,277,420,0,442,431,""
"617",764,20,"","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.3385",33.988975,"119°29.4840",-119.4914,162,49.4,0,310,590,0,620,605,""
"618",765,21,"CS Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0184",33.98364,"119°31.8969",-119.53162,168,51.2,0,275,350,348,0,0,""
"619",767,20,"","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0184",33.98364,"119°31.8969",-119.53162,168,51.2,0,284,520,0,477,465,""
"620",769,21,"CS Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0184",33.98364,"119°31.8969",-119.53162,168,51.2,0,326,610,572,0,0,""
"621",770,4,"RD Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Copper Rockfish","Sebastes caurinus","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0184",33.98364,"119°31.8969",-119.53162,168,51.2,0,300,440,494,0,0,"check bin #4 and 7,21 may have been mixed with vermilllion bins"
"622",771,20,"","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0872",33.9847867,"119°31.6917",-119.5282,156,47.5,0,283,470,0,472,460,""
"623",772,20,"","Island Spirit","Ventura Sportfishing","9/17/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0872",33.9847867,"119°31.6917",-119.5282,156,47.5,0,314,640,0,645,629,""
"624",773,4,"RD Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Copper Rockfish","Sebastes caurinus","Ventura/channel islands","Yellowbanks/Santa Cruz is.","33°59.0872",33.9847867,"119°31.6917",-119.5282,156,47.5,0,312,630,556,0,0,"check bin #4 and 7,21 may have been mixed with vermilllion bins"
"625",774,21,"CS Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","The Gap Santa Cruz/Anacapa","34°00.7182",34.01197,"119°30.2416",-119.50403,159,48.5,0,455,1680,1516,0,0,""
"626",776,23,"MW Oct 15","Island Spirit","Ventura Sportfishing","9/17/22","Pacific Bonito","Sarda lineolata","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°01.3809",34.023015,"119°31.9092",-119.53182,35,10.7,487,540,1600,1246,0,0,""
"627",778,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Peterson's Pinnacles","33°35.7745",33.5962417,"118°15.5395",-118.25899,264,80.5,0,285,270,262,225,243,""
"628",779,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Peterson's Pinnacles","33°35.7745",33.5962417,"118°15.5395",-118.25899,264,80.5,0,364,630,537,0,0,""
"629",780,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Peterson's Pinnacles","33°35.7745",33.5962417,"118°15.5395",-118.25899,264,80.5,0,243,200,157,138,145,""
"630",783,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,300,470,449,0,0,""
"631",785,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,222,150,117,104,109,""
"632",786,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,354,490,491,0,0,""
"633",787,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,246,190,163,143,151,""
"634",788,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,266,270,210,182,194,""
"635",789,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,249,210,170,149,157,""
"636",790,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,228,140,128,113,118,""
"637",791,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,252,210,176,154,163,""
"638",792,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,295,290,293,251,271,""
"639",793,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,260,220,195,170,181,""
"640",794,4,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4130",33.57355,"118°08.6483",-118.14414,270,82.3,0,279,280,245,211,227,""
"641",797,8,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.3402",33.5723367,"118°08.5696",-118.14283,276,84.1,0,408,770,775,0,0,""
"642",798,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.0871",33.5681183,"118°08.1562",-118.13594,318,96.9,0,417,1140,1175,0,0,""
"643",799,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.0871",33.5681183,"118°08.1562",-118.13594,318,96.9,0,410,1160,1118,0,0,""
"644",802,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","150","33°35.3591",33.5893183,"118°09.9234",-118.16539,318,96.9,0,363,530,532,0,0,""
"645",803,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","150","33°35.3591",33.5893183,"118°09.9234",-118.16539,318,96.9,0,324,360,369,0,0,""
"646",804,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/28/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","150","33°35.3591",33.5893183,"118°09.9234",-118.16539,318,96.9,0,422,1610,1217,0,0,""
"647",805,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","150","33°35.3591",33.5893183,"118°09.9234",-118.16539,318,96.9,0,353,480,486,0,0,""
"648",806,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","150","33°35.3591",33.5893183,"118°09.9234",-118.16539,318,96.9,0,402,760,739,0,0,""
"649",807,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","150","33°35.3591",33.5893183,"118°09.9234",-118.16539,318,96.9,0,370,630,566,0,0,""
"650",808,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.2252",33.6370867,"118°11.6082",-118.19347,102,31.1,0,311,330,323,0,0,""
"651",809,8,"RD Oct 15","Victory","Longbeach Sportfishing","9/28/22","Barred Sand Bass","Paralabrax nebulifer","Los Angeles","105 Spot","33°38.3651",33.6394183,"118°11.7328",-118.19555,100.5,30.6,0,408,840,916,0,0,""
"652",810,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,338,430,423,0,0,""
"653",811,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,332,410,399,0,0,""
"654",812,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,371,600,571,0,0,""
"655",813,4,"RD Oct 15","Victory","Longbeach Sportfishing","9/28/22","Copper Rockfish","Sebastes caurinus","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,268,340,351,0,0,""
"656",814,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,290,250,258,0,0,""
"657",815,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,346,420,456,0,0,""
"658",816,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,285,240,244,0,0,""
"659",817,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,301,270,291,0,0,""
"660",818,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/28/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","105 Spot","33°38.1943",33.6365717,"118°11.9544",-118.19924,105,32,0,325,370,373,0,0,""
"661",823,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,330,630,593,0,0,""
"662",824,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,236,170,143,126,132,""
"663",825,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,307,530,480,0,0,""
"664",826,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,239,160,148,131,138,""
"665",827,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,221,130,115,103,107,""
"666",828,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,230,140,131,116,122,""
"667",829,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,220,150,114,101,106,""
"668",830,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,234,170,139,123,129,""
"669",831,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,231,140,133,118,123,""
"670",832,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,260,230,195,170,181,""
"671",833,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,250,200,172,150,159,""
"672",834,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4406",33.57401,"118°08.6227",-118.14371,264,80.5,0,248,200,167,147,155,""
"673",836,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,308,330,313,0,0,""
"674",838,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,267,350,319,0,0,""
"675",839,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,303,500,462,0,0,""
"676",840,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,249,190,170,149,157,""
"677",841,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,330,670,593,0,0,""
"678",842,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,247,180,165,145,153,""
"679",843,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,350,460,473,0,0,""
"680",844,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,301,280,291,0,0,""
"681",845,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,250,190,172,150,159,""
"682",846,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,290,460,406,0,0,""
"683",847,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,242,190,155,136,143,""
"684",848,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Southeast Bank","33°34.4403",33.574005,"118°08.5395",-118.14233,264,80.5,0,310,540,494,0,0,""
"685",849,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.5183",33.575305,"118°08.5643",-118.14274,258,78.6,0,248,200,167,147,155,""
"686",850,9,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Sanddab","Citharichthys sordidus","Los Angeles","Southeast Bank","33°34.5183",33.575305,"118°08.5643",-118.14274,258,78.6,0,289,290,274,235,254,""
"687",852,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.1735",33.5695583,"118°08.3765",-118.13961,282,86,0,406,850,763,0,0,""
"688",853,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.1735",33.5695583,"118°08.3765",-118.13961,282,86,0,440,960,988,0,0,""
"689",854,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.1735",33.5695583,"118°08.3765",-118.13961,282,86,0,366,560,546,0,0,""
"690",855,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Southeast Bank","33°34.1735",33.5695583,"118°08.3765",-118.13961,282,86,0,407,840,769,0,0,""
"691",856,6,"RD Oct 15","Victory","Longbeach Sportfishing","9/29/22","Barred Sand Bass","Paralabrax nebulifer","Los Angeles","Slimey Slope","33°38.2210",33.6370167,"118°13.5325",-118.22554,126,38.4,0,485,1580,1569,0,0,""
"692",857,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.2210",33.6370167,"118°13.5325",-118.22554,126,38.4,250,265,200,159,0,0,""
"693",859,6,"RD Oct 15","Victory","Longbeach Sportfishing","9/29/22","Barred Sand Bass","Paralabrax nebulifer","Los Angeles","Slimey Slope","33°38.2210",33.6370167,"118°13.5325",-118.22554,126,38.4,0,390,640,796,0,0,""
"694",862,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.2210",33.6370167,"118°13.5325",-118.22554,126,38.4,383,416,780,593,0,0,""
"695",864,4,"RD Oct 15","Victory","Longbeach Sportfishing","9/29/22","Copper Rockfish","Sebastes carnatus","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,0,286,430,427,0,0,""
"696",865,6,"RD Oct 15","Victory","Longbeach Sportfishing","9/29/22","Barred Sand Bass","Paralabrax nebulifer","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,0,416,800,973,0,0,""
"697",866,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,0,313,340,330,0,0,""
"698",867,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,0,302,290,294,0,0,""
"699",868,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.2210",33.6370167,"118°13.5325",-118.22554,126,38.4,372,395,620,542,0,0,""
"700",869,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.2210",33.6370167,"118°13.5325",-118.22554,126,38.4,358,380,530,482,0,0,""
"701",872,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,358,375,570,482,0,0,""
"702",873,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,386,408,700,608,0,0,"check bin # 12, 23, 24"
"703",874,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,347,360,530,437,0,0,""
"704",875,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,388,410,750,617,0,0,""
"705",876,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,356,372,540,473,0,0,""
"706",877,7,"CS Oct 15","Victory","Longbeach Sportfishing","9/29/22","Vermillion Rockfish","Sebastes miniatus","Los Angeles","Slimey Slope","33°38.2034",33.6367233,"118°13.3640",-118.22273,120,36.6,0,280,370,367,0,0,""
"707",878,12,"MW Oct 15","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,364,387,660,507,0,0,""
"708",879,12,"","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3755",33.6395917,"118°13.4284",-118.22381,120,36.6,358,290,580,482,0,0,""
"709",880,4,"RD Oct 15","Victory","Longbeach Sportfishing","9/29/22","Copper Rockfish","Sebastes carnatus","Los Angeles","Slimey Slope","33°38.2034",33.6367233,"118°13.3640",-118.22273,120,36.6,0,255,300,302,0,0,""
"710",881,6,"RD Oct 15","Victory","Longbeach Sportfishing","9/29/22","Barred Sand Bass","Paralabrax nebulifer","Los Angeles","Slimey Slope","33°38.3335",33.6388917,"118°13.5523",-118.22587,120,36.6,0,403,870,881,0,0,""
"711",882,12,"","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3335",33.6388917,"118°13.5523",-118.22587,120,36.6,355,382,560,469,0,0,""
"712",883,12,"","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3335",33.6388917,"118°13.5523",-118.22587,120,36.6,355,378,540,469,0,0,""
"713",884,8,"SA Oct 15","Victory","Longbeach Sportfishing","9/29/22","Ocean Whitefish","Caulolatilus princeps","Los Angeles","Slimey Slope","33°38.3909",33.6398483,"118°13.3552",-118.22259,117,35.7,0,360,520,518,0,0,""
"714",888,12,"","Victory","Longbeach Sportfishing","9/29/22","Pacific Bonito","Sarda lineolata","Los Angeles","Slimey Slope","33°38.3909",33.6398483,"118°13.3552",-118.22259,117,35.7,363,384,630,503,0,0,""
"715",891,20,"MW Oct 15","Daily Double","Point Loma Sportfishing","10/7/22","California Scorpianfish","Scorpaena guttata","San Diego","International Reef/IB","32°33.0924",32.55154,"117°13.1201",-117.21867,126,38.4,0,330,640,0,748,730,""
"716",892,20,"MW Oct 15","Daily Double","Point Loma Sportfishing","10/7/22","California Scorpianfish","Scorpaena guttata","San Diego","International Reef/IB","32°33.0924",32.55154,"117°13.1201",-117.21867,126,38.4,0,282,370,0,467,455,""
"717",893,20,"MW Oct 15","Daily Double","Point Loma Sportfishing","10/7/22","California Scorpianfish","Scorpaena guttata","San Diego","International Reef/IB","32°33.0924",32.55154,"117°13.1201",-117.21867,126,38.4,0,263,350,0,378,369,""
"718",895,20,"MW Oct 15","Daily Double","Point Loma Sportfishing","10/7/22","California Scorpianfish","Scorpaena guttata","San Diego","International Reef/IB","32°33.0924",32.55154,"117°13.1201",-117.21867,126,38.4,0,256,280,0,349,340,""
